,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,task
180,0.546875,0.546875,0.5334023754299697,0.5518997122309213,0.5175,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,0,KNN,feat
181,0.5349999999999999,0.5349999999999999,0.5257024305412024,0.5356847451948429,0.51625,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1,KNN,feat
182,0.5606249999999999,0.5606249999999999,0.5492775993939107,0.5639107118898391,0.5362500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,2,KNN,feat
183,0.5337500000000001,0.5337500000000001,0.516370091233252,0.5361688906180007,0.4987500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,3,KNN,feat
184,0.5425,0.5425,0.5335361658079008,0.5408563403669848,0.53,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,4,KNN,feat
185,0.55125,0.55125,0.5441140823783776,0.5534431138492145,0.5362499999999999,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,5,KNN,feat
186,0.6293749999999999,0.6293749999999999,0.6251204369715238,0.6321159280994219,0.6187500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,0,SVC,feat
187,0.645625,0.645625,0.6451928121874075,0.6456647089303925,0.64625,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1,SVC,feat
188,0.6399999999999999,0.6400000000000001,0.6405925808197015,0.6394518073486193,0.6425000000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,2,SVC,feat
189,0.6443749999999999,0.6443749999999999,0.6431128213881608,0.6457274678861955,0.6412500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,3,SVC,feat
190,0.635,0.635,0.6358620962701014,0.6351729811512421,0.63875,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,4,SVC,feat
191,0.6287499999999999,0.6287499999999999,0.6255816256694356,0.6321971766286651,0.6225,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,5,SVC,feat
192,0.634375,0.634375,0.6190709523751536,0.6461526565208403,0.5962500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,0,NB,feat
193,0.629375,0.629375,0.6162918189978306,0.6383677059355529,0.59625,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1,NB,feat
194,0.625625,0.625625,0.6074809256859357,0.6359913327617973,0.585,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,2,NB,feat
195,0.628125,0.628125,0.6143305156916954,0.6382203687335478,0.5925,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,3,NB,feat
196,0.625,0.625,0.6034241795022597,0.6388380514551489,0.575,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,4,NB,feat
197,0.6231249999999999,0.6231249999999999,0.6052785119077689,0.6350198588052102,0.58,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,5,NB,feat
198,0.516875,0.516875,0.5181933422385832,0.5167486431012543,0.52,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,0,DT,feat
199,0.508125,0.508125,0.5010004952659106,0.5082266853665841,0.495,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1,DT,feat
200,0.509375,0.509375,0.5232831715522707,0.5081345305152782,0.54,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,2,DT,feat
201,0.510625,0.510625,0.5078220510175031,0.5108233682888581,0.505,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,3,DT,feat
202,0.52375,0.52375,0.5220433943366132,0.5236165042704198,0.52125,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,4,DT,feat
203,0.54625,0.54625,0.5561812733553986,0.5449471844321625,0.5687500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,5,DT,feat
204,0.5918750000000002,0.5918750000000002,0.5731864187019028,0.6011236274910772,0.5487500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,0,RF,feat
