Unnamed: 0,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,leak,perc
147,0.6722972972972973,0.6721947325833502,0.6777408637873754,0.6763925729442971,0.6790945406125166,twonorm,1,LR,False,1
148,0.6885135135135135,0.6885518934081346,0.6895622895622895,0.6835781041388518,0.6956521739130435,twonorm,2,LR,True,1
149,0.6743243243243243,0.674380551659654,0.676510067114094,0.6684350132625995,0.6847826086956522,twonorm,2,LR,False,1
150,0.6628378378378378,0.6630422067715074,0.66711140760507,0.6784260515603799,0.6561679790026247,twonorm,3,LR,True,1
151,0.6668918918918919,0.6673411123052515,0.668459986550101,0.6855172413793104,0.652230971128609,twonorm,3,LR,False,1
152,0.6675675675675675,0.6675897241056815,0.6643929058663028,0.6598915989159891,0.6689560439560439,twonorm,4,LR,True,1
153,0.6675675675675675,0.6675897241056815,0.6643929058663028,0.6598915989159891,0.6689560439560439,twonorm,4,LR,False,1
154,0.697972972972973,0.6983638923946018,0.6906574394463668,0.7169540229885057,0.6662216288384513,twonorm,5,LR,True,1
155,0.6763513513513514,0.676426754140039,0.6770060687795011,0.6839237057220708,0.6702269692923899,twonorm,5,LR,False,1
156,0.65,0.6513993049204316,0.6471389645776567,0.6805157593123209,0.6168831168831169,twonorm,0,LR,True,5
157,0.65,0.6513993049204316,0.6471389645776567,0.6805157593123209,0.6168831168831169,twonorm,0,LR,False,5
158,0.6918918918918919,0.6918840722657855,0.6951871657754012,0.697986577181208,0.6924101198402131,twonorm,1,LR,True,5
159,0.6722972972972973,0.6721947325833502,0.6777408637873754,0.6763925729442971,0.6790945406125166,twonorm,1,LR,False,5
160,0.6885135135135135,0.6885518934081346,0.6895622895622895,0.6835781041388518,0.6956521739130435,twonorm,2,LR,True,5
161,0.6743243243243243,0.674380551659654,0.676510067114094,0.6684350132625995,0.6847826086956522,twonorm,2,LR,False,5
162,0.6628378378378378,0.6630422067715074,0.66711140760507,0.6784260515603799,0.6561679790026247,twonorm,3,LR,True,5
163,0.6668918918918919,0.6673411123052515,0.668459986550101,0.6855172413793104,0.652230971128609,twonorm,3,LR,False,5
164,0.6675675675675675,0.6675897241056815,0.6643929058663028,0.6598915989159891,0.6689560439560439,twonorm,4,LR,True,5
165,0.6675675675675675,0.6675897241056815,0.6643929058663028,0.6598915989159891,0.6689560439560439,twonorm,4,LR,False,5
166,0.697972972972973,0.6983638923946018,0.6906574394463668,0.7169540229885057,0.6662216288384513,twonorm,5,LR,True,5
167,0.6763513513513514,0.676426754140039,0.6770060687795011,0.6839237057220708,0.6702269692923899,twonorm,5,LR,False,5
168,0.7385135135135135,0.7381653557709895,0.7482108002602472,0.7496740547588006,0.7467532467532467,twonorm,0,LR,True,10
169,0.7385135135135135,0.7381653557709895,0.7482108002602472,0.7496740547588006,0.7467532467532467,twonorm,0,LR,False,10
170,0.7614864864864865,0.7614840021261089,0.7641950567802271,0.7667560321715817,0.7616511318242344,twonorm,1,LR,True,10
171,0.7412162162162163,0.7413900807154248,0.7410412440838405,0.7527472527472527,0.729693741677763,twonorm,1,LR,False,10
